term,coef,std_error,t_value,p_value,ci_low,ci_high,nobs,r2,outcome,lag_length,spec,spec_type,interpretation_note,naive_std_error,standard_error_note,n_lags
policy_intensity_m_lag2,0.058374413961142006,0.0324560911832851,1.7985657493840432,0.07208739935762178,-0.005238355837044774,0.1219871837593288,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
policy_intensity_m_lag3,0.06790263762377441,0.03163646178807129,2.1463410819656668,0.03184577623363073,0.005896311920877036,0.1299089633266718,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
z_food_cpi_yoy,0.030952710541681198,0.01803400097729492,1.7163529369135073,0.08609746485078915,-0.00439328187097698,0.06629870295433937,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
z_core_cpi_yoy,-0.03375797141269993,0.019213307154258064,-1.7570099276333313,0.0789161170549242,-0.0714153614589515,0.0038994186335516365,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
z_foreign_tourists_thousand,0.10398707243001665,0.05980072207201317,1.7388932579241005,0.08205354036763395,-0.01322018908061863,0.2211943339406519,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
z_accommodation_occupancy_rate_total,0.31283605099383965,0.030906555803070664,10.121996542971585,4.413199651726989e-24,0.25226031473364374,0.37341178725403557,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
z_nonresident_expenditure_index,-0.09548834956899901,0.03869771980855726,-2.4675446005964305,0.013604327240734978,-0.1713344866775935,-0.019642212460404554,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_2,-0.014984301837199586,0.024760631191508037,-0.6051663918138984,0.5450684441301845,-0.06351424720703443,0.033545643532635255,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_3,0.029933989061850408,0.03349484767858876,0.893689362289156,0.3714881185701945,-0.035714706055838596,0.09558268417953941,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_4,-0.05494231217689628,0.045063619377875896,-1.2192165861375608,0.22276199830789056,-0.14326538317055432,0.03338075881676175,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_5,-0.07226500843484951,0.03606449998310364,-2.0037712561856105,0.04509456922880336,-0.14295012952217803,-0.0015798873475209863,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_6,-0.059348296616739626,0.041437693100598555,-1.432229744852335,0.15207808171606862,-0.14056468269633668,0.021868089462857426,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_7,-0.00844429634414971,0.03959212718833084,-0.2132822089599301,0.8311068495025897,-0.08604343970460723,0.06915484701630781,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_8,0.004646620468027461,0.04163645175429971,0.1115998187224879,0.9111407157639533,-0.07695932541443953,0.08625256635049444,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_9,-0.027036102316822064,0.04695904337958473,-0.575737927586828,0.5647923351598876,-0.11907413608926219,0.06500193145561807,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_10,-0.007060215728812394,0.04576908488759261,-0.15425730591188475,0.8774068592676753,-0.09676597371385039,0.0826455422562256,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_11,-0.019104912120993814,0.04022220575611263,-0.47498419745641157,0.6347982368208689,-0.09793898678173421,0.05972916253974658,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_12,0.057985920506315784,0.0277093962956283,2.092644671420149,0.036380885708456115,0.00367650173353673,0.11229533927909484,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
cumulative_policy_intensity_m_lag,0.16666705243346364,,,,,,,,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Cumulative dynamic relative response; naive SE ignores lag covariance.,0.060223709405741184,naive_std_error ignores covariance across lag coefficients,4.0
